brand,model,model_year,mileage,fuel_type,engine,transmission,ext_col,int_col,accident,price
INFINITI,Q70 3.7,2014,70312,Gasoline,3.7L,,Black,Black,No,19995.0
Jeep,Gladiator Rubicon,2022,8794,Gasoline,3.6L,,White,Black,No,54000.0
Lincoln,MKX Base,2010,156000,Gasoline,3.5L,,Black,Black,Yes,5900.0
Porsche,911 Carrera 4S,2020,25568,Gasoline,3.0L,Manual,Red,Black,No,134999.0
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67100,Gasoline,3.0L,,Gray,Black,Yes,34250.0
Porsche,Cayman Base,2014,52000,Gasoline,2.7L,,Blue,Beige,Yes,37000.0
Acura,MDX 3.7L Advance,2011,137200,Gasoline,3.7L,,White,Gray,No,12000.0
Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,36000,Gasoline,2.0L,,White,Black,Yes,32000.0
Kia,Forte GT-Line,2023,15500,Gasoline,2.0L,,White,Black,Yes,24500.0
BMW,M8 Competition,2020,10906,Gasoline,,Automatic,Donington Grey Metallic,Black,No,96998.0
Lincoln,MKC Select,2019,49814,Gasoline,2.0L,Automatic,Ruby Red Metallic Tinted Clearcoat,Cappuccino,No,26545.0
BMW,i8 Base,2015,846,Plug-In Hybrid,1.5L,,White,White,No,86999.0
Toyota,Highlander XLE,2021,67039,Gasoline,3.5L,Automatic,Blue,Black,No,34645.0
Mazda,CX-30 Premium Package,2023,2636,Gasoline,2.5L,Automatic,Platinum Quartz Metallic,Black,No,28535.0
Porsche,Cayenne Platinum Edition,2018,50166,Gasoline,3.6L,Automatic,White,Black,Yes,43550.0
Lincoln,MKZ Reserve,2017,37375,Gasoline,3.0L,,Blue,Brown,No,27500.0
Tesla,Model 3 Standard Range Plus,2021,21600,,,,White,Black,No,31000.0
Porsche,718 Cayman S,2019,9500,Gasoline,2.5L,,Red,Black,Yes,69000.0
Chevrolet,Corvette Base,2005,143095,Gasoline,6.0L,,Red,Black,No,16000.0
Acura,RSX Type S,2002,80000,Gasoline,2.0L,,Beige,Beige,Yes,8500.0
Ferrari,Roma Base,2021,3000,Gasoline,3.9L,,Blue,Brown,No,275000.0
Porsche,Cayman S,2007,5856,Gasoline,3.4L,,Black,Black,No,45000.0
Rolls-Royce,Phantom Drophead Coupe Drophead,2013,2958,Gasoline,6.8L,Automatic,Yellow,–,No,488880.0
Audi,SQ7 4.0T,2022,28927,Gasoline,4.0L,Automatic,Matador Red Metallic,Black,No,74900.0
Mercedes-Benz,AMG GLS 63 4MATIC,2022,4102,Hybrid,4.0L,,Black,Black,No,144664.0
Honda,Ridgeline RTL-E,2021,14442,Gasoline,3.5L,,White,Beige,No,38500.0
Mercedes-Benz,CLK-Class 500 Cabriolet,2005,64000,Gasoline,5.0L,,Silver,Black,No,12995.0
Lexus,GX 470 Base,2004,154000,Gasoline,4.7L,,White,Beige,Yes,10000.0
Lexus,NX 200t Base,2015,54000,Gasoline,2.0L,,White,Black,No,27000.0
Dodge,Dakota SLT Quad Cab,2007,232492,Gasoline,3.7L,,Silver,Gray,Yes,6000.0
Maserati,Ghibli S Q4 GranSport,2020,25721,Gasoline,3.0L,Automatic,Blu,Nero,No,52645.0
Land,Rover Discovery Sport SE R-Dynamic,2020,20927,Gasoline,,Automatic,Fuji White,–,No,35998.0
Aston,Martin DBX Base,2021,2353,Gasoline,4.0L,Automatic,Green,Sahara Tan,No,159500.0
Audi,Q3 45 S line Premium,2022,9325,Gasoline,2.0L,Automatic,Mythos Black Metallic,Black,No,33610.0
Ford,Explorer XLT,2020,61001,Gasoline,2.3L,Automatic,Gray,Ebony,Yes,28616.0
Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,71962,Gasoline,4.0L,,White,Black,No,46900.0
Subaru,BRZ Premium,2023,5800,Gasoline,2.4L,,Black,Black,No,29990.0
BMW,640 i,2016,40080,Gasoline,3.0L,,Black,Black,No,28499.0
Kia,Stinger GT2,2020,57000,Gasoline,3.3L,,Black,Red,Yes,36500.0
Chevrolet,Bolt EUV Premier,2022,7624,,,Automatic,Mosaic Black Metallic,Jet Black,No,31985.0
Subaru,Forester 2.5 XT,2004,122000,Gasoline,2.5L,,Gold,Black,Yes,9999.0
Kia,Sportage X-Pro,2023,459,Gasoline,2.5L,Automatic,Jungle Green,Black,No,36998.0
BMW,M4 Base,2016,62500,Gasoline,3.0L,,Black,Orange,Yes,40500.0
Hyundai,Equus Signature,2013,72000,Gasoline,5.0L,,Silver,Black,No,17500.0
Mercedes-Benz,AMG E 53 4MATIC,2020,8375,Gasoline,,Automatic,BLACK,BLACK,No,69900.0
BMW,M550 i xDrive,2020,40000,Gasoline,4.4L,,Blue,Black,No,53000.0
Subaru,Impreza WRX STI,2014,77000,Gasoline,2.5L,,Gray,Black,Yes,30000.0
Mercedes-Benz,AMG G 63 Base,2019,19593,Gasoline,,Automatic,Black,Black,No,159998.0
Mazda,Mazda6 Grand Touring,2020,35902,Gasoline,2.5L,Automatic,Deep Crystal Blue Mica,Black,No,22966.0
Hyundai,Veloster Base,2013,800,Gasoline,1.6L,,Black,Gray,No,9800.0
Bentley,Bentayga S,2023,2600,Gasoline,4.0L,Automatic,Beluga Black,Hotspur,No,239995.0
Land,Rover Defender X-Dynamic SE,2023,6204,Hybrid,,Automatic,Eiger Grey,–,No,79998.0
Kia,Telluride SX,2020,69185,Gasoline,3.8L,Automatic,Ebony Black,Gray,No,37405.0
Maserati,GranTurismo Sport,2015,45000,Gasoline,4.7L,,Black,Black,No,41900.0
BMW,540 i xDrive,2020,37426,Gasoline,,Automatic,White,Black,No,39998.0
INFINITI,M56 Base,2011,137000,Gasoline,5.6L,,Gray,Brown,Yes,8500.0
Mazda,Mazda3 s Grand Touring,2016,85000,–,,,Black,Black,Yes,18500.0
Chevrolet,Corvette Stingray w/1LT,2023,4000,Gasoline,6.2L,,Black,Red,Yes,73900.0
Audi,Q5 S line Premium Plus,2023,4648,Hybrid,,Automatic,Mythos Black,Black,No,47598.0
Lexus,GX 460 Base,2018,52100,Gasoline,4.6L,,White,Beige,No,38000.0
BMW,X1 sDrive28i,2014,50100,Gasoline,2.0L,,Brown,Beige,No,10795.0
Alfa,Romeo Stelvio Ti,2020,41000,Gasoline,2.0L,,White,Black,No,32400.0
RAM,1500 Big Horn,2021,70968,Gasoline,5.7L,,Black,Black,No,34000.0
BMW,M4 Base,2015,26600,Gasoline,3.0L,,White,–,No,53000.0
Tesla,Model X Long Range,2022,15443,,,,Red,Black,No,84500.0
Volvo,S90 T5 Momentum,2018,95000,Gasoline,2.0L,,White,Beige,No,18000.0
Subaru,Impreza WRX Sti,2005,94000,Gasoline,2.5L,,Black,Blue,No,19500.0
BMW,X6 xDrive40i,2020,45076,Gasoline,,Automatic,Blue,Black,No,57998.0
Cadillac,CTS 2.0L Turbo Luxury,2014,110000,Gasoline,2.0L,,Gold,Beige,No,11000.0
Land,Rover Discovery Sport HSE,2016,49083,Gasoline,2.0L,Automatic,Indus Silver,Ebony,No,21590.0
Genesis,G90 5.0 Ultimate,2017,63500,Gasoline,5.0L,,Silver,Black,No,27500.0
Mercedes-Benz,CLK-Class CLK 350,2009,21500,Gasoline,3.5L,,Black,Black,Yes,18000.0
Land,Rover Range Rover Autobiography,2023,324,Gasoline,,Automatic,Black,Blk,No,199998.0
Kia,Optima EX,2019,68166,Gasoline,1.6L,Automatic,Ebony Black,Black,No,20818.0
Toyota,Highlander SE,2018,53607,Gasoline,3.5L,Automatic,Midnight Black Metallic,Black,Yes,31853.0
Mercedes-Benz,Sprinter 4500 High Roof,2019,16813,Diesel,3.0L,,Gray,Black,Yes,45900.0
BMW,X1 xDrive28i,2020,18200,Gasoline,2.0L,,White,Beige,Yes,29500.0
Audi,R8 5.2,2015,51000,Gasoline,5.2L,,White,Black,Yes,102000.0
Audi,S3 2.0T Tech Premium Plus,2018,16400,Gasoline,2.0L,,Blue,Red,No,42800.0
Toyota,Tundra Hybrid TRD Pro,2022,7000,Hybrid,3.4L,,Orange,–,No,75500.0
Audi,SQ5 3.0T Premium Plus,2022,8497,Gasoline,3.0L,Automatic,Ibis White,Black,No,52900.0
Audi,A6 2.0T Premium Plus,2016,68000,Gasoline,2.0L,,White,Black,Yes,20000.0
Lamborghini,Huracan EVO Base,2022,2523,Gasoline,5.2L,Manual,Bianco Icarus Metallic,Nero Ade,No,288900.0
BMW,328 xi,2007,83000,Gasoline,3.0L,,Black,Brown,No,8995.0
Audi,SQ5 3.0T Prestige,2018,25000,Gasoline,3.0L,,Gray,Black,No,50000.0
Cadillac,Escalade Sport Platinum,2021,15689,Diesel,3.0L,Automatic,Infrared Tintcoat,Jet Black,No,97952.0
BMW,M235 i,2014,125450,Gasoline,3.0L,,Blue,Black,No,17200.0
Kia,Telluride SX,2023,9822,Gasoline,3.8L,Automatic,Midnight Black,Gray,No,50998.0
Chevrolet,Express 3500 Base,2008,144000,Gasoline,6.0L,,White,Gray,No,22000.0
GMC,Acadia SLE,2020,30900,Gasoline,2.5L,Automatic,Summit White,Jet Black,No,27654.0
BMW,X3 xDrive30i,2021,2492,Gasoline,,Automatic,Phytonic Blue Metallic,Canberra Beige/Black,No,41598.0
Audi,TT 2.0T,2015,126760,Gasoline,2.0L,,Black,Black,Yes,14000.0
Subaru,Outback 3.6R Touring,2017,100680,Gasoline,3.6L,,Brown,–,No,20500.0
Mitsubishi,Eclipse Spyder GS,2001,90400,Gasoline,2.4L,,Red,–,No,4495.0
Hyundai,Santa Fe SEL,2022,26895,Gasoline,2.5L,Automatic,Quartz White,Black,Yes,29800.0
BMW,M5 Base,2018,20500,Gasoline,4.4L,,Silver,Black,No,67000.0
Dodge,Ram 1500 ST,2011,134000,Gasoline,5.7L,,Black,Gray,Yes,10500.0
Ford,Fusion Energi Titanium,2015,84352,Plug-In Hybrid,2.0L,,Blue,Black,Yes,10000.0
Toyota,Tundra Hybrid TRD Pro,2022,19000,Hybrid,3.4L,,Orange,Black,No,71000.0
Land,Rover Range Rover Evoque Pure,2015,115550,Gasoline,2.0L,,White,Black,No,17500.0
Lincoln,Navigator Base,2009,191775,E85 Flex Fuel,5.4L,,White,Beige,Yes,9750.0
Ford,Mustang Mach-E Select,2023,923,,,Automatic,Rapid Red Metallic Tinted Clearcoat,Black Onyx,No,46998.0
Mercedes-Benz,Sprinter 3500 High Roof,2017,124630,Diesel,3.0L,,Black,Black,No,75000.0
Mercedes-Benz,AMG E 63 S 4MATIC,2019,17000,Gasoline,4.0L,,White,Brown,No,95000.0
BMW,440 i xDrive,2018,73500,Gasoline,3.0L,,Black,Blue,No,32000.0
Acura,Integra LS,1998,120000,Gasoline,1.8L,,Red,–,Yes,5500.0
Audi,Q7 55 Prestige,2019,73837,Gasoline,3.0L,Automatic,Cobra Beige Metallic,Nougat Brown,No,36340.0
BMW,M6 Base,2014,29500,Gasoline,4.4L,,Silver,Black,No,40999.0
Volkswagen,Arteon 2.0T SE,2021,13613,Gasoline,,Automatic,Pure White,Titan Black,No,29798.0
Lexus,LX 600 F SPORT,2023,1185,Gasoline,3.4L,,Black,Black,No,120990.0
INFINITI,Q40 Base,2015,143250,Gasoline,3.7L,,Silver,Black,No,11500.0
BMW,Z4 3.0i Roadster,2006,46508,Gasoline,3.0L,,Green,Beige,Yes,11500.0
BMW,M6 Base,2015,18651,Gasoline,4.4L,,Red,Black,No,59549.0
BMW,X3 M40i,2019,36438,Gasoline,,Automatic,Alpine White,Oyster W/Contrast,No,39998.0
Kia,Sorento LX,2014,46628,Gasoline,2.4L,Automatic,Snow White Pearl,Beige,No,15363.0
Rivian,R1S Adventure Package,2023,5700,,,,Gray,White,No,95000.0
BMW,Z4 sDrive28i,2015,57550,Gasoline,2.0L,,Black,White,No,29995.0
Cadillac,CTS-V Base,2017,48600,Gasoline,6.2L,,Black,Black,No,60999.0
Ford,Transit Connect XL,2020,119000,Gasoline,2.5L,,White,Black,No,18000.0
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,36500,Gasoline,5.0L,,White,Red,No,72000.0
Lexus,IS 250 Base,2010,121250,Gasoline,2.5L,,Black,White,Yes,13250.0
BMW,X7 xDrive40i,2023,2437,Hybrid,3.0L,,Gray,Black,No,78350.0
Volvo,XC90 T6 Momentum,2018,110380,Gasoline,2.0L,,Gray,Beige,Yes,22000.0
Hyundai,Tucson Limited,2008,149000,Gasoline,2.7L,,Black,Gray,No,3850.0
Dodge,Durango GT,2021,14684,Gasoline,3.6L,Automatic,DB Black Clearcoat,Black,No,37995.0
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,39000,Gasoline,3.0L,,White,Black,Yes,39000.0
GMC,Yukon XL SLT,2019,65212,Gasoline,5.3L,Automatic,Summit White,Jet Black,No,42995.0
Audi,RS Q8 4.0T,2020,41856,Gasoline,4.0L,,Gray,Black,No,91500.0
Rivian,R1S Adventure Package,2023,655,,,,Red,Silver,No,94500.0
Toyota,RAV4 Hybrid XLE,2019,54000,Hybrid,2.5L,,Gray,Gray,No,33000.0
Alfa,Romeo Stelvio Quadrifoglio,2019,26500,Gasoline,2.9L,,Gray,Black,No,53900.0
Land,Rover Range Rover Evoque SE,2020,38356,Gasoline,,Automatic,Firenze Red Metallic,Ebony,No,36598.0
Alfa,Romeo Stelvio Ti Sport,2020,21487,Gasoline,2.0L,Automatic,Anodized Blue Metallic,Ice,No,35345.0
Cadillac,Escalade EXT Base,2007,99000,Gasoline,6.2L,,Black,Black,No,22999.0
Ford,F-250 Lariat,2019,35597,E85 Flex Fuel,6.2L,Automatic,Black,Black,No,47756.0
Nissan,350Z Enthusiast,2005,130307,Gasoline,3.5L,,Blue,Black,No,9950.0
Subaru,Legacy 2.5 i Premium,2010,178000,Gasoline,2.5L,,Blue,Black,No,7600.0
Honda,Civic LX,2003,160265,Gasoline,1.7L,,White,Gray,Yes,3000.0
McLaren,570S Spider,2020,8700,Gasoline,3.8L,,Black,Black,No,185000.0
Maserati,Ghibli S Q4,2016,1000,Gasoline,3.0L,,Gray,Red,No,36000.0
Jeep,Wagoneer Series II 4x4,2022,29800,Gasoline,5.7L,Automatic,–,–,No,58900.0
Maserati,Ghibli S Q4,2017,49750,Gasoline,3.0L,,White,Red,No,27995.0
Lexus,RX 300 Base,2002,121000,Gasoline,3.0L,,Silver,Black,No,6348.0
Lincoln,Aviator Luxury,2005,140000,Gasoline,4.6L,,Black,Beige,No,2000.0
Ford,Transit Connect XL,2018,66770,E85 Flex Fuel,2.5L,,Red,–,Yes,21500.0
Cadillac,SRX Luxury Collection,2016,61549,Gasoline,,Automatic,Red,Ebony,Yes,19998.0
Lincoln,MKS EcoBoost,2016,38100,Gasoline,3.5L,,Silver,Beige,No,21000.0
Toyota,Yaris Base,2010,138071,Gasoline,1.5L,,Red,Gray,No,5000.0
Mercedes-Benz,AMG E 63 S 4MATIC,2019,40000,Gasoline,4.0L,,Black,Black,Yes,72000.0
Mercedes-Benz,GLS 450 Base,2022,41545,Hybrid,,Automatic,MANUFAKTUR Diamond White Bright,Macchiato Beige/Black,No,71998.0
Mercedes-Benz,G-Class G 550 4MATIC,2019,47850,Gasoline,4.0L,,White,Black,Yes,127899.0
Hyundai,Veloster Turbo R-Spec,2014,128000,Gasoline,1.6L,,Blue,Red,No,11000.0
Toyota,4Runner Limited,2019,48156,Gasoline,4.0L,Automatic,Midnight Black Metallic,Sand Beige,No,40368.0
Mercedes-Benz,S-Class S 580 4MATIC,2021,4700,Hybrid,4.0L,,Black,Black,No,99900.0
Audi,RS 7 4.0T Performance Prestige,2017,39071,Gasoline,4.0L,Automatic,White,Black,No,67900.0
Mazda,MX-5 Miata Base,1999,96680,Gasoline,1.8L,,Green,Beige,Yes,12900.0
Mercedes-Benz,AMG C 43 Base,2017,53500,Gasoline,3.0L,,White,Brown,Yes,33999.0
Chevrolet,Corvette Z06,2007,11025,Gasoline,7.0L,,Orange,Black,No,47500.0
Ford,F-250 King Ranch,2021,44000,Diesel,6.7L,,White,Brown,Yes,73000.0
Volkswagen,Tiguan 2.0T SE,2022,11000,Gasoline,2.0L,,Blue,White,No,27900.0
BMW,750 Li xDrive,2012,103000,Gasoline,4.4L,,Black,Black,No,16000.0
BMW,M3 CS,2024,456,Gasoline,3.0L,,Black,Black,No,128995.0
Lexus,GX 460 Base,2018,64000,Gasoline,4.6L,,Red,Brown,No,37300.0
Audi,Q7 3.0T Premium,2017,108000,Gasoline,3.0L,,Gray,Brown,No,25999.0
Alfa,Romeo Stelvio Ti Sport,2018,37045,Gasoline,2.0L,,White,Red,Yes,26600.0
Land,Rover Defender X,2023,5433,Hybrid,,Automatic,Santorin Black,Black,No,95998.0
BMW,750 i xDrive,2019,28744,Gasoline,,Automatic,Black,Black,No,50998.0
BMW,M3 Base,2015,65800,Gasoline,3.0L,,White,Red,No,44950.0
Rolls-Royce,Ghost Base,2021,850,Gasoline,6.7L,,White,White,No,314900.0
Audi,e-tron Prestige,2019,33012,,,,Blue,Beige,No,38000.0
Lexus,IS 250 Base,2011,107818,Gasoline,2.5L,,Gray,Beige,Yes,11400.0
Land,Rover Range Rover Evoque SE Premium,2016,79500,Gasoline,2.0L,,White,Black,No,19000.0
Ferrari,California T,2015,20000,Gasoline,3.9L,,Red,Brown,Yes,124990.0
Lexus,LC 500 Base,2018,37000,Gasoline,5.0L,,Black,Red,No,63997.0
Kia,EV6 Wind,2022,11945,,,Automatic,Glacier,Black,No,38998.0
GMC,Sierra 1500 SLE Crew Cab,2005,131800,Gasoline,5.3L,,Silver,Gray,Yes,5800.0
Lexus,ES 350 Base,2008,146000,Gasoline,3.5L,,Red,Beige,No,8995.0
Nissan,370Z NISMO,2010,29000,Gasoline,3.7L,,Silver,–,No,29000.0
Dodge,Ram 1500 Laramie,2004,141209,Gasoline,5.7L,,Black,Black,No,5700.0
Ford,Expedition Limited,2016,85253,Gasoline,3.5L,,White,Beige,No,19995.0
INFINITI,QX70 Base,2015,87009,Gasoline,3.7L,,Gray,Black,No,17800.0
BMW,X5 M Base,2023,4348,Gasoline,4.4L,Automatic,Alpine White,Black,No,105900.0
Lincoln,Navigator Select,2016,158000,Gasoline,3.5L,,Red,Beige,No,19780.0
Volvo,V60 Cross Country T5,2020,10500,Gasoline,2.0L,,White,Black,No,36000.0
Audi,A7 3.0T Premium Plus,2018,45843,Gasoline,3.0L,,Silver,Black,No,37000.0
Ford,Bronco Sport Outer Banks,2021,15198,Gasoline,1.5L,Automatic,Blue,Navy Pier,No,31621.0
Volkswagen,Eurovan MV,2001,220000,Gasoline,2.8L,,Silver,–,No,5500.0
Jaguar,F-TYPE R,2017,58000,Gasoline,5.0L,,Black,Black,No,51500.0
Land,Rover Range Rover Evoque R-Dynamic HSE,2020,30424,Hybrid,,Automatic,Silver,Black,No,44998.0
RAM,1500 Laramie,2021,38012,Gasoline,5.7L,Automatic,Delmonico Red Pearlcoat,Black,No,45277.0
Rivian,R1S Adventure Package,2023,2500,,,,Gray,Gray,No,91000.0
BMW,M760 i xDrive,2021,11078,Gasoline,6.6L,Automatic,BLACK,WHITE,No,91900.0
Lexus,LX 570 Three-Row,2018,50000,Gasoline,5.7L,,White,Black,No,65000.0
Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,58000,Gasoline,2.0L,,White,Black,No,38000.0
Acura,MDX w/Technology Package,2023,3415,Gasoline,,,White,Parchment.,No,54998.0
Lexus,LC 500 Base,2018,61000,Gasoline,5.0L,,Black,Black,No,65000.0
Audi,SQ5 3.0T Prestige,2019,48500,Gasoline,3.0L,,Gray,Black,Yes,43500.0
Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,65680,Gasoline,2.0L,,Silver,Black,Yes,34900.0
RAM,1500 Limited,2020,44362,Gasoline,5.7L,Automatic,Bright White Clearcoat,Black,No,50658.0
Audi,S4 3.0T Premium,2019,18603,Gasoline,3.0L,Automatic,Brilliant Black,Black,No,42900.0
Audi,A8 4.0,2020,35999,Hybrid,,Automatic,Mythos Black Metallic,Sarder Brown,No,59598.0
Cadillac,Escalade ESV Sport,2021,8044,Gasoline,6.2L,,Black,Beige,No,93000.0
Mercedes-Benz,AMG GT AMG GT S,2016,9738,Gasoline,4.0L,,Red,Black,No,85500.0
BMW,M3 Base,2009,112000,Gasoline,4.0L,,Gray,Black,Yes,28000.0
Honda,Accord EX-L,2009,167300,Gasoline,2.4L,,Silver,Black,No,6250.0
Rolls-Royce,Cullinan,2022,115,Gasoline,6.7L,Automatic,–,Grace White,No,449995.0
Cadillac,Escalade Premium,2015,71000,Gasoline,6.2L,,Black,Brown,Yes,35999.0
Acura,RDX Technology Package,2020,31015,Gasoline,2.0L,Automatic,Silver,Ebony,No,36570.0
BMW,X2 xDrive28i,2022,33000,Gasoline,2.0L,,Orange,Black,No,29999.0
Chrysler,Pacifica Touring,2017,63000,–,,,White,Beige,No,20000.0
Buick,Verano Convenience,2013,68325,E85 Flex Fuel,2.4L,,Silver,Gray,No,11995.0
Mercedes-Benz,AMG S 63 Base 4MATIC,2020,20937,Gasoline,4.0L,Automatic,Magnetite Black Metallic,Black,No,104900.0
RAM,2500 Tradesman,2021,34365,Gasoline,6.4L,,Gray,Gray,Yes,48000.0
Mercedes-Benz,Metris Base,2018,32000,Gasoline,2.0L,,Black,Black,No,44900.0
Land,Rover Range Rover Evoque S,2020,40237,Gasoline,,Automatic,Carpathian Grey Premium Metallic,Cloud,No,36998.0
Volvo,XC90 T6 Inscription,2020,22500,Gasoline,2.0L,,Black,White,No,50000.0
Ford,Expedition King Ranch,2020,58700,Gasoline,3.5L,,Black,Brown,Yes,48999.0
Toyota,Highlander Hybrid Limited,2006,264893,Hybrid,3.3L,,Gold,Beige,Yes,5000.0
Toyota,Tundra SR5 Access Cab,2005,209500,Gasoline,4.7L,,Blue,Gray,No,8500.0
Ford,Transit-350 Base,2023,195,Gasoline,3.5L,,Blue,Gray,No,87500.0
Chevrolet,Express 3500 LT,2016,120000,Diesel,6.6L,,White,Gray,No,19500.0
Chevrolet,Bolt EUV Premier,2022,14676,,,,Black,Blue,No,33000.0
Jeep,Wrangler Unlimited 4xe Sahara,2021,33704,Hybrid,2.0L,Automatic,Bright White Clearcoat,Black,No,42998.0
BMW,X7 xDrive40i,2023,2950,Hybrid,3.0L,,Black,Brown,No,87000.0
Mercedes-Benz,AMG GT 53 Base,2021,17994,Gasoline,3.0L,Automatic,–,–,No,87500.0
Toyota,Tundra Limited,2020,44101,Gasoline,5.7L,Automatic,Gray,Black,No,45423.0
BMW,X1 xDrive28i,2021,25918,Gasoline,2.0L,,Gray,Black,No,32000.0
BMW,135 i,2008,87000,Gasoline,3.0L,,White,Beige,No,15300.0
Mazda,Mazda3 Touring,2018,28333,Gasoline,2.5L,,Blue,Black,No,20500.0
Audi,A7 3.0T Premium Plus,2018,29294,Gasoline,3.0L,,White,Beige,No,39999.0
Saturn,Sky Red Line,2008,37000,Gasoline,2.0L,,Blue,Black,No,14995.0
BMW,Z4 2.5i Roadster,2005,138000,Gasoline,2.5L,,White,Beige,No,9950.0
Volvo,XC90 Hybrid T8 Inscription,2020,44487,Plug-In Hybrid,2.0L,,Blue,Brown,No,65000.0
Acura,TLX A-Spec,2021,16878,Gasoline,2.0L,Automatic,Red,Ebony,No,38781.0
Acura,MDX w/Technology Package,2022,30177,Gasoline,3.5L,,Majestic Black Pearl,Espresso,No,46598.0
Chevrolet,Tahoe High Country,2021,53000,Gasoline,6.2L,,Black,Black,Yes,67100.0
Tesla,Model Y Long Range,2021,61308,,,,White,White,No,42000.0
Mercedes-Benz,GLK-Class GLK 350,2013,99200,Gasoline,3.5L,,Silver,Black,Yes,11495.0
Chevrolet,Traverse LS,2022,32117,Gasoline,3.6L,Automatic,Northsky Blue Metallic,Jet Black,No,33299.0
BMW,550 Gran Turismo i,2013,79341,Gasoline,4.4L,,Gold,Brown,No,16800.0
Land,Rover Range Rover Sport HSE,2007,220000,Gasoline,4.4L,,White,Beige,No,5750.0
BMW,430 i xDrive,2021,16900,Gasoline,2.0L,,Blue,White,No,43000.0
Porsche,Cayman Base,2007,75137,Gasoline,2.7L,,Black,Gray,Yes,24999.0
Ford,Expedition Max King Ranch,2021,37594,Gasoline,3.5L,Automatic,Black,Mesa,No,62595.0
Rivian,R1S Adventure Package,2023,250,,,,Red,Black,Yes,94000.0
Mercedes-Benz,GLC 300 GLC 300,2021,12771,Gasoline,,Automatic,Black,–,No,42598.0
Ford,Mustang Shelby GT500,2012,6400,Gasoline,5.4L,,Silver,Black,No,48000.0
Tesla,Model Y Long Range,2021,69548,,,,Black,Black,Yes,36300.0
Nissan,370Z Base,2009,79893,Gasoline,3.7L,,Silver,Black,No,15900.0
Toyota,Sequoia Platinum,2014,124838,Gasoline,5.7L,,Black,Gray,No,33000.0
Nissan,NV Passenger NV3500 HD SL V8,2020,14353,Gasoline,5.6L,,Black,Gray,No,63900.0
Ford,Transit Connect XL w/Rear Symmetrical Doors,2022,22985,Gasoline,2.5L,,White,Gray,No,33500.0
INFINITI,QX80 Base,2014,161894,Gasoline,5.6L,,White,Beige,No,18900.0
Aston,Martin V8 Vantage Base,2008,25025,Gasoline,4.3L,,White,Black,Yes,39000.0
Porsche,911 Carrera S,2017,16701,Gasoline,,,Red,–,No,107998.0
Lotus,Evora 400 Base,2017,19650,Gasoline,3.5L,,Silver,Red,No,69250.0
Land,Rover Range Rover Velar P250 S R-Dynamic,2020,29500,Gasoline,2.0L,,Red,White,No,45000.0
Nissan,Xterra S,2007,132272,Gasoline,4.0L,,Gray,Gray,Yes,6700.0
Dodge,Charger R/T,2012,122000,Gasoline,5.7L,,White,Black,Yes,13500.0
Buick,Encore GX Essence,2022,18185,Gasoline,1.3L,Automatic,Summit White,Whisper Beige,No,31755.0
Nissan,Leaf S,2018,56450,,,,Black,Black,Yes,13999.0
Nissan,Leaf SL,2012,102000,,,,Silver,Gray,No,4200.0
Jeep,Grand Wagoneer Series III,2022,18428,Gasoline,,Automatic,Baltic Gray,Black,No,83998.0
Nissan,Z Proto Spec,2023,535,Gasoline,3.0L,,Yellow,Black,No,65990.0
Land,Rover Range Rover Sport HSE,2013,81648,Gasoline,,,Fuji White,–,No,15900.0
Porsche,Boxster S,2003,138202,Gasoline,3.2L,Manual,Silver,Black,Yes,22550.0
Bentley,Continental GT Base,2004,69600,Gasoline,6.0L,,Silver,Black,No,37900.0
Jaguar,F-TYPE R,2018,39900,Gasoline,5.0L,,White,Black,No,53600.0
Cadillac,Escalade ESV Sport,2021,36500,Gasoline,6.2L,,White,Black,No,85000.0
Audi,TT 2.0T,2018,42650,Gasoline,2.0L,,Gray,Black,No,31990.0
Jeep,Wrangler Unlimited Sahara,2020,68816,Gasoline,2.0L,Automatic,Black Clearcoat,Black,No,35297.0
Audi,S6 4.0T,2016,91188,Gasoline,4.0L,,Black,Black,No,29995.0
GMC,Sierra 2500 SLE,2015,116210,E85 Flex Fuel,6.0L,,Black,Beige,No,31900.0
Tesla,Model 3 Long Range,2022,3077,,,Automatic,Silver,Black,No,44998.0
Mazda,CX-90 Premium,2024,3880,Gasoline,2.5L,Automatic,Machine Gray Metallic,Black,No,52991.0
Ford,C-Max Energi SE,2017,67482,Plug-In Hybrid,2.0L,,Gray,Black,Yes,11499.0
Cadillac,Escalade ESV Platinum,2018,67726,Gasoline,6.2L,,Black,Black,No,52000.0
Audi,TT 3.2 Cabriolet quattro,2008,207000,Gasoline,3.2L,,Black,Black,Yes,10500.0
Hyundai,Santa Fe SE,2021,35550,Gasoline,2.5L,Automatic,Twilight Black,Black,Yes,25987.0
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,44000,Gasoline,5.5L,,Black,Black,No,46599.0
Mercedes-Benz,SL-Class SL 550,2015,11249,Gasoline,4.7L,,White,Beige,No,54500.0
