brand,model,model_year,mileage,fuel_type,engine,transmission,ext_col,int_col,accident,price
gmc,acadia sle,2020,30900,gasoline,2.5l,automatic,summit white,jet black,No,27654
bmw,x3 xdrive30i,2021,2492,gasoline,3.5l,automatic,phytonic blue metallic,canberra beige/black,No,41598
audi,tt 2.0t,2015,126760,gasoline,2.0l,manual,black,black,Yes,14000
subaru,outback 3.6r touring,2017,100680,gasoline,3.6l,manual,brown,black,No,20500
mitsubishi,eclipse spyder gs,2001,90400,gasoline,2.4l,manual,red,black,No,4495
hyundai,santa fe sel,2022,26895,gasoline,2.5l,automatic,quartz white,black,Yes,29800
bmw,m5 base,2018,20500,gasoline,4.4l,manual,silver,black,No,67000
dodge,ram 1500 st,2011,134000,gasoline,5.7l,manual,black,gray,Yes,10500
ford,fusion energi titanium,2015,84352,plug-in hybrid,2.0l,manual,blue,black,Yes,10000
toyota,tundra hybrid trd pro,2022,19000,hybrid,3.4l,manual,orange,black,No,71000
land,rover range rover evoque pure,2015,115550,gasoline,2.0l,manual,white,black,No,17500
lincoln,navigator base,2009,191775,e85 flex fuel,5.4l,manual,white,beige,Yes,9750
ford,mustang mach-e select,2023,923,electric,3.5l,automatic,rapid red metallic tinted clearcoat,black onyx,No,46998
mercedes-benz,sprinter 3500 high roof,2017,124630,diesel,3.0l,manual,black,black,No,75000
bmw,440 i xdrive,2018,73500,gasoline,3.0l,manual,black,blue,No,32000
acura,integra ls,1998,120000,gasoline,1.8l,manual,red,black,Yes,5500
audi,q7 55 prestige,2019,73837,gasoline,3.0l,automatic,cobra beige metallic,nougat brown,No,36340
bmw,m6 base,2014,29500,gasoline,4.4l,manual,silver,black,No,40999
volkswagen,arteon 2.0t se,2021,13613,gasoline,3.5l,automatic,pure white,titan black,No,29798
infiniti,q40 base,2015,143250,gasoline,3.7l,manual,silver,black,No,11500
bmw,z4 3.0i roadster,2006,46508,gasoline,3.0l,manual,green,beige,Yes,11500
bmw,m6 base,2015,18651,gasoline,4.4l,manual,red,black,No,59549
bmw,x3 m40i,2019,36438,gasoline,3.5l,automatic,alpine white,oyster w/contrast,No,39998
kia,sorento lx,2014,46628,gasoline,2.4l,automatic,snow white pearl,beige,No,15363
bmw,z4 sdrive28i,2015,57550,gasoline,2.0l,manual,black,white,No,29995
cadillac,cts-v base,2017,48600,gasoline,6.2l,manual,black,black,No,60999
ford,transit connect xl,2020,119000,gasoline,2.5l,manual,white,black,No,18000
land,rover range rover velar svautobiography dynamic edition,2020,36500,gasoline,5.0l,manual,white,red,No,72000
lexus,is 250 base,2010,121250,gasoline,2.5l,manual,black,white,Yes,13250
bmw,x7 xdrive40i,2023,2437,hybrid,3.0l,manual,gray,black,No,78350
volvo,xc90 t6 momentum,2018,110380,gasoline,2.0l,manual,gray,beige,Yes,22000
hyundai,tucson limited,2008,149000,gasoline,2.7l,manual,black,gray,No,3850
dodge,durango gt,2021,14684,gasoline,3.6l,automatic,db black clearcoat,black,No,37995
mercedes-benz,amg c 43 base 4matic,2017,39000,gasoline,3.0l,manual,white,black,Yes,39000
gmc,yukon xl slt,2019,65212,gasoline,5.3l,automatic,summit white,jet black,No,42995
toyota,rav4 hybrid xle,2019,54000,hybrid,2.5l,manual,gray,gray,No,33000
alfa,romeo stelvio quadrifoglio,2019,26500,gasoline,2.9l,manual,gray,black,No,53900
land,rover range rover evoque se,2020,38356,gasoline,3.5l,automatic,firenze red metallic,ebony,No,36598
alfa,romeo stelvio ti sport,2020,21487,gasoline,2.0l,automatic,anodized blue metallic,ice,No,35345
cadillac,escalade ext base,2007,99000,gasoline,6.2l,manual,black,black,No,22999
ford,f-250 lariat,2019,35597,e85 flex fuel,6.2l,automatic,black,black,No,47756
nissan,350z enthusiast,2005,130307,gasoline,3.5l,manual,blue,black,No,9950
subaru,legacy 2.5 i premium,2010,178000,gasoline,2.5l,manual,blue,black,No,7600
honda,civic lx,2003,160265,gasoline,1.7l,manual,white,gray,Yes,3000
maserati,ghibli s q4,2016,1000,gasoline,3.0l,manual,gray,red,No,36000
jeep,wagoneer series ii 4x4,2022,29800,gasoline,5.7l,automatic,black,black,No,58900
maserati,ghibli s q4,2017,49750,gasoline,3.0l,manual,white,red,No,27995
lexus,rx 300 base,2002,121000,gasoline,3.0l,manual,silver,black,No,6348
lincoln,aviator luxury,2005,140000,gasoline,4.6l,manual,black,beige,No,2000
ford,transit connect xl,2018,66770,e85 flex fuel,2.5l,manual,red,black,Yes,21500
cadillac,srx luxury collection,2016,61549,gasoline,3.5l,automatic,red,ebony,Yes,19998
lincoln,mks ecoboost,2016,38100,gasoline,3.5l,manual,silver,beige,No,21000
toyota,yaris base,2010,138071,gasoline,1.5l,manual,red,gray,No,5000
mercedes-benz,amg e 63 s 4matic,2019,40000,gasoline,4.0l,manual,black,black,Yes,72000
mercedes-benz,gls 450 base,2022,41545,hybrid,3.5l,automatic,manufaktur diamond white bright,macchiato beige/black,No,71998
hyundai,veloster turbo r-spec,2014,128000,gasoline,1.6l,manual,blue,red,No,11000
toyota,4runner limited,2019,48156,gasoline,4.0l,automatic,midnight black metallic,sand beige,No,40368
audi,rs 7 4.0t performance prestige,2017,39071,gasoline,4.0l,automatic,white,black,No,67900
mazda,mx-5 miata base,1999,96680,gasoline,1.8l,manual,green,beige,Yes,12900
mercedes-benz,amg c 43 base,2017,53500,gasoline,3.0l,manual,white,brown,Yes,33999
chevrolet,corvette z06,2007,11025,gasoline,7.0l,manual,orange,black,No,47500
ford,f-250 king ranch,2021,44000,diesel,6.7l,manual,white,brown,Yes,73000
volkswagen,tiguan 2.0t se,2022,11000,gasoline,2.0l,manual,blue,white,No,27900
bmw,750 li xdrive,2012,103000,gasoline,4.4l,manual,black,black,No,16000
lexus,gx 460 base,2018,64000,gasoline,4.6l,manual,red,brown,No,37300
audi,q7 3.0t premium,2017,108000,gasoline,3.0l,manual,gray,brown,No,25999
alfa,romeo stelvio ti sport,2018,37045,gasoline,2.0l,manual,white,red,Yes,26600
bmw,750 i xdrive,2019,28744,gasoline,3.5l,automatic,black,black,No,50998
bmw,m3 base,2015,65800,gasoline,3.0l,manual,white,red,No,44950
audi,e-tron prestige,2019,33012,electric,3.5l,manual,blue,beige,No,38000
lexus,is 250 base,2011,107818,gasoline,2.5l,manual,gray,beige,Yes,11400
land,rover range rover evoque se premium,2016,79500,gasoline,2.0l,manual,white,black,No,19000
lexus,lc 500 base,2018,37000,gasoline,5.0l,manual,black,red,No,63997
kia,ev6 wind,2022,11945,electric,3.5l,automatic,glacier,black,No,38998
gmc,sierra 1500 sle crew cab,2005,131800,gasoline,5.3l,manual,silver,gray,Yes,5800
lexus,es 350 base,2008,146000,gasoline,3.5l,manual,red,beige,No,8995
nissan,370z nismo,2010,29000,gasoline,3.7l,manual,silver,black,No,29000
dodge,ram 1500 laramie,2004,141209,gasoline,5.7l,manual,black,black,No,5700
ford,expedition limited,2016,85253,gasoline,3.5l,manual,white,beige,No,19995
infiniti,qx70 base,2015,87009,gasoline,3.7l,manual,gray,black,No,17800
lincoln,navigator select,2016,158000,gasoline,3.5l,manual,red,beige,No,19780
volvo,v60 cross country t5,2020,10500,gasoline,2.0l,manual,white,black,No,36000
audi,a7 3.0t premium plus,2018,45843,gasoline,3.0l,manual,silver,black,No,37000
ford,bronco sport outer banks,2021,15198,gasoline,1.5l,automatic,blue,navy pier,No,31621
jaguar,f-type r,2017,58000,gasoline,5.0l,manual,black,black,No,51500
land,rover range rover evoque r-dynamic hse,2020,30424,hybrid,3.5l,automatic,silver,black,No,44998
ram,1500 laramie,2021,38012,gasoline,5.7l,automatic,delmonico red pearlcoat,black,No,45277
lexus,lx 570 three-row,2018,50000,gasoline,5.7l,manual,white,black,No,65000
land,rover range rover velar p250 se r-dynamic,2019,58000,gasoline,2.0l,manual,white,black,No,38000
acura,mdx w/technology package,2023,3415,gasoline,3.5l,manual,white,parchment.,No,54998
lexus,lc 500 base,2018,61000,gasoline,5.0l,manual,black,black,No,65000
audi,sq5 3.0t prestige,2019,48500,gasoline,3.0l,manual,gray,black,Yes,43500
land,rover range rover velar p250 se r-dynamic,2018,65680,gasoline,2.0l,manual,silver,black,Yes,34900
ram,1500 limited,2020,44362,gasoline,5.7l,automatic,bright white clearcoat,black,No,50658
audi,s4 3.0t premium,2019,18603,gasoline,3.0l,automatic,brilliant black,black,No,42900
audi,a8 4.0,2020,35999,hybrid,3.5l,automatic,mythos black metallic,sarder brown,No,59598
mercedes-benz,amg gt amg gt s,2016,9738,gasoline,4.0l,manual,red,black,No,85500
bmw,m3 base,2009,112000,gasoline,4.0l,manual,gray,black,Yes,28000
honda,accord ex-l,2009,167300,gasoline,2.4l,manual,silver,black,No,6250
cadillac,escalade premium,2015,71000,gasoline,6.2l,manual,black,brown,Yes,35999
acura,rdx technology package,2020,31015,gasoline,2.0l,automatic,silver,ebony,No,36570
bmw,x2 xdrive28i,2022,33000,gasoline,2.0l,manual,orange,black,No,29999
chrysler,pacifica touring,2017,63000,black,3.5l,manual,white,beige,No,20000
buick,verano convenience,2013,68325,e85 flex fuel,2.4l,manual,silver,gray,No,11995
ram,2500 tradesman,2021,34365,gasoline,6.4l,manual,gray,gray,Yes,48000
mercedes-benz,metris base,2018,32000,gasoline,2.0l,manual,black,black,No,44900
land,rover range rover evoque s,2020,40237,gasoline,3.5l,automatic,carpathian grey premium metallic,cloud,No,36998
volvo,xc90 t6 inscription,2020,22500,gasoline,2.0l,manual,black,white,No,50000
ford,expedition king ranch,2020,58700,gasoline,3.5l,manual,black,brown,Yes,48999
chevrolet,express 3500 lt,2016,120000,diesel,6.6l,manual,white,gray,No,19500
chevrolet,bolt euv premier,2022,14676,electric,3.5l,manual,black,blue,No,33000
jeep,wrangler unlimited 4xe sahara,2021,33704,hybrid,2.0l,automatic,bright white clearcoat,black,No,42998
bmw,x7 xdrive40i,2023,2950,hybrid,3.0l,manual,black,brown,No,87000
toyota,tundra limited,2020,44101,gasoline,5.7l,automatic,gray,black,No,45423
bmw,x1 xdrive28i,2021,25918,gasoline,2.0l,manual,gray,black,No,32000
bmw,135 i,2008,87000,gasoline,3.0l,manual,white,beige,No,15300
mazda,mazda3 touring,2018,28333,gasoline,2.5l,manual,blue,black,No,20500
audi,a7 3.0t premium plus,2018,29294,gasoline,3.0l,manual,white,beige,No,39999
saturn,sky red line,2008,37000,gasoline,2.0l,manual,blue,black,No,14995
bmw,z4 2.5i roadster,2005,138000,gasoline,2.5l,manual,white,beige,No,9950
volvo,xc90 hybrid t8 inscription,2020,44487,plug-in hybrid,2.0l,manual,blue,brown,No,65000
acura,tlx a-spec,2021,16878,gasoline,2.0l,automatic,red,ebony,No,38781
acura,mdx w/technology package,2022,30177,gasoline,3.5l,manual,majestic black pearl,espresso,No,46598
chevrolet,tahoe high country,2021,53000,gasoline,6.2l,manual,black,black,Yes,67100
tesla,model y long range,2021,61308,electric,3.5l,manual,white,white,No,42000
mercedes-benz,glk-class glk 350,2013,99200,gasoline,3.5l,manual,silver,black,Yes,11495
chevrolet,traverse ls,2022,32117,gasoline,3.6l,automatic,northsky blue metallic,jet black,No,33299
bmw,550 gran turismo i,2013,79341,gasoline,4.4l,manual,gold,brown,No,16800
bmw,430 i xdrive,2021,16900,gasoline,2.0l,manual,blue,white,No,43000
porsche,cayman base,2007,75137,gasoline,2.7l,manual,black,gray,Yes,24999
ford,expedition max king ranch,2021,37594,gasoline,3.5l,automatic,black,mesa,No,62595
mercedes-benz,glc 300 glc 300,2021,12771,gasoline,3.5l,automatic,black,black,No,42598
ford,mustang shelby gt500,2012,6400,gasoline,5.4l,manual,silver,black,No,48000
tesla,model y long range,2021,69548,electric,3.5l,manual,black,black,Yes,36300
nissan,370z base,2009,79893,gasoline,3.7l,manual,silver,black,No,15900
toyota,sequoia platinum,2014,124838,gasoline,5.7l,manual,black,gray,No,33000
nissan,nv passenger nv3500 hd sl v8,2020,14353,gasoline,5.6l,manual,black,gray,No,63900
ford,transit connect xl w/rear symmetrical doors,2022,22985,gasoline,2.5l,manual,white,gray,No,33500
infiniti,qx80 base,2014,161894,gasoline,5.6l,manual,white,beige,No,18900
aston,martin v8 vantage base,2008,25025,gasoline,4.3l,manual,white,black,Yes,39000
lotus,evora 400 base,2017,19650,gasoline,3.5l,manual,silver,red,No,69250
land,rover range rover velar p250 s r-dynamic,2020,29500,gasoline,2.0l,manual,red,white,No,45000
nissan,xterra s,2007,132272,gasoline,4.0l,manual,gray,gray,Yes,6700
dodge,charger r/t,2012,122000,gasoline,5.7l,manual,white,black,Yes,13500
buick,encore gx essence,2022,18185,gasoline,1.3l,automatic,summit white,whisper beige,No,31755
nissan,leaf s,2018,56450,electric,3.5l,manual,black,black,Yes,13999
nissan,leaf sl,2012,102000,electric,3.5l,manual,silver,gray,No,4200
jeep,grand wagoneer series iii,2022,18428,gasoline,3.5l,automatic,baltic gray,black,No,83998
nissan,z proto spec,2023,535,gasoline,3.0l,manual,yellow,black,No,65990
land,rover range rover sport hse,2013,81648,gasoline,3.5l,manual,fuji white,black,No,15900
porsche,boxster s,2003,138202,gasoline,3.2l,manual,silver,black,Yes,22550
bentley,continental gt base,2004,69600,gasoline,6.0l,manual,silver,black,No,37900
jaguar,f-type r,2018,39900,gasoline,5.0l,manual,white,black,No,53600
cadillac,escalade esv sport,2021,36500,gasoline,6.2l,manual,white,black,No,85000
audi,tt 2.0t,2018,42650,gasoline,2.0l,manual,gray,black,No,31990
jeep,wrangler unlimited sahara,2020,68816,gasoline,2.0l,automatic,black clearcoat,black,No,35297
audi,s6 4.0t,2016,91188,gasoline,4.0l,manual,black,black,No,29995
gmc,sierra 2500 sle,2015,116210,e85 flex fuel,6.0l,manual,black,beige,No,31900
tesla,model 3 long range,2022,3077,electric,3.5l,automatic,silver,black,No,44998
mazda,cx-90 premium,2024,3880,gasoline,2.5l,automatic,machine gray metallic,black,No,52991
ford,c-max energi se,2017,67482,plug-in hybrid,2.0l,manual,gray,black,Yes,11499
cadillac,escalade esv platinum,2018,67726,gasoline,6.2l,manual,black,black,No,52000
hyundai,santa fe se,2021,35550,gasoline,2.5l,automatic,twilight black,black,Yes,25987
mercedes-benz,amg gle amg gle 63 s-model 4matic,2016,44000,gasoline,5.5l,manual,black,black,No,46599
mercedes-benz,sl-class sl 550,2015,11249,gasoline,4.7l,manual,white,beige,No,54500
acura,mdx 3.5l technology package,2014,111650,gasoline,3.5l,manual,green,beige,Yes,17500
ram,2500 laramie,2019,18526,diesel,6.7l,automatic,pearl white,black,No,67999
audi,a7 premium,2012,103272,gasoline,3.0l,manual,black,brown,No,15500
bmw,m2 base,2023,1160,gasoline,3.0l,manual,gray,black,No,73600
ram,1500 laramie,2019,107714,gasoline,5.7l,automatic,diamond black,black,No,34918
audi,q5 2.0t premium plus,2013,111773,gasoline,2.0l,manual,brown,beige,No,17000
cadillac,xts luxury,2019,54002,gasoline,3.6l,manual,black,beige,Yes,22500
volkswagen,jetta 1.4t se,2016,87000,gasoline,1.4l,manual,gray,gray,Yes,13000
ford,focus rs base,2016,49700,gasoline,2.3l,manual,blue,black,No,31700
mercedes-benz,amg c 63 s,2017,34500,gasoline,4.0l,manual,gray,black,No,64600
ford,bronco sport big bend,2021,31729,gasoline,1.5l,automatic,maroon,medium dark slate,Yes,29614
jeep,gladiator overland,2021,7388,gasoline,3.6l,automatic,firecracker red clearcoat,black,No,43663
bmw,330e iperformance,2017,41550,plug-in hybrid,2.0l,manual,silver,black,No,20995
mercedes-benz,glc 300 base 4matic,2018,44486,gasoline,2.0l,automatic,gray,black,No,25625
acura,mdx 3.7l advance,2013,20750,gasoline,3.7l,manual,black,black,No,33000
genesis,g70 3.3t,2022,12000,gasoline,3.3l,manual,green,beige,No,41000
jeep,grand cherokee l limited,2022,31700,gasoline,3.6l,manual,gray,black,No,43500
hyundai,ioniq plug-in hybrid sel,2022,13044,plug-in hybrid,1.6l,manual,blue,gray,Yes,24999
kia,sportage lx,2009,100730,gasoline,2.7l,manual,gold,gold,No,6975
bmw,x5 phev xdrive45e,2023,5338,plug-in hybrid,3.0l,manual,blue,white,No,76500
ford,expedition el xlt,2014,85149,gasoline,3.5l,automatic,oxford white,camel leather,No,23598
bmw,x6 m base,2018,48291,gasoline,4.4l,manual,gray,brown,No,67250
volkswagen,eurovan mv,2001,111887,gasoline,2.8l,manual,blue,gray,No,14000
rolls-royce,ghost base,2010,79000,gasoline,6.6l,manual,silver,black,No,69000
lincoln,navigator reserve,2016,125000,gasoline,3.5l,manual,gray,beige,No,26500
mercedes-benz,gla 250 base 4matic,2022,13777,gasoline,2.0l,manual,black,black,Yes,39777
ram,1500 big horn,2022,14920,gasoline,3.6l,automatic,diamond black,black,No,41741
jeep,grand cherokee l summit,2022,14627,gasoline,3.6l,automatic,diamond black,tupelo,No,56740
volvo,s80 3.2,2010,90050,gasoline,3.2l,manual,brown,beige,No,5800
subaru,brz premium,2014,45000,gasoline,2.0l,manual,blue,black,Yes,25000
chevrolet,corvette base,1998,7666,gasoline,5.7l,manual,red,black,No,39500
hummer,h2 sut,2006,89900,gasoline,6.0l,manual,red,beige,No,29994
ford,edge sport,2011,132000,gasoline,3.7l,manual,black,black,Yes,10999
gmc,terrain slt,2010,32652,gasoline,2.4l,manual,red,brown,No,6500
land,rover range rover 5.0l supercharged autobiography lwb,2018,36632,gasoline,5.0l,manual,blue,blue,Yes,72567
jeep,grand cherokee wk laredo x,2022,11164,gasoline,3.6l,manual,black,black,No,37500
bmw,m4 base,2020,22655,gasoline,3.0l,manual,silver,black,No,63999
chevrolet,camaro 1lt,2021,10300,gasoline,3.6l,manual,black,black,No,29900
bmw,x6 m base,2018,48000,gasoline,4.4l,manual,blue,black,No,54000
mercedes-benz,clk-class 550,2007,138000,gasoline,5.5l,manual,silver,black,Yes,10000
ram,1500 trx,2022,24058,gasoline,6.2l,automatic,flame red clearcoat,black,No,81900
audi,rs 7 4.0t prestige,2016,31500,gasoline,4.0l,manual,gray,black,No,67000
porsche,macan s,2020,19701,gasoline,3.5l,automatic,black,black,No,55998
genesis,gv70 3.5t sport,2022,10200,gasoline,3.5l,manual,white,black,No,50500
aston,martin v8 vantage base,2008,62378,gasoline,4.3l,manual,red,beige,Yes,33995
nissan,350z touring,2006,84200,gasoline,3.5l,manual,silver,gray,No,10200
toyota,sequoia sr5,2013,138700,e85 flex fuel,5.7l,manual,white,gray,Yes,18800
chevrolet,tahoe premier,2021,41050,gasoline,5.3l,manual,gray,gray,No,62900
jeep,compass limited,2020,39192,gasoline,2.4l,automatic,white clearcoat,black,No,24590
bmw,430 430i,2022,7758,gasoline,3.5l,automatic,black,black,No,47998
ford,bronco sport outer banks,2021,31654,gasoline,1.5l,automatic,rapid red metallic tinted clearcoat,navy pier,No,33410
mercedes-benz,amg c 63 base,2017,63000,gasoline,4.0l,manual,white,black,Yes,42000
mercedes-benz,gle 350 base 4matic,2017,57000,gasoline,3.5l,manual,white,black,Yes,29500
chevrolet,silverado 1500 1lt,2017,89000,gasoline,5.3l,manual,gray,gray,No,29999
chevrolet,tahoe ltz,2015,134500,gasoline,5.3l,manual,black,black,No,28000
acura,mdx technology,2022,15895,gasoline,3.5l,automatic,majestic black pearl,parchment,No,47950
genesis,gv70 2.5t,2022,20319,gasoline,2.5l,manual,white,black,No,44249
pontiac,firebird base,1999,158000,gasoline,3.8l,manual,white,black,Yes,2500
lexus,gx 460 base,2021,40906,gasoline,3.5l,automatic,black,black,No,51998
bmw,alpina b7 alpina b7 xdrive,2020,33749,gasoline,3.5l,automatic,blue,red,No,85998
jeep,grand cherokee l limited,2021,26088,gasoline,3.6l,automatic,silver zynith,global black,No,38383
kia,forte gt-line,2022,14950,gasoline,2.0l,manual,silver,gray,Yes,24000
kia,forte lx,2018,47466,gasoline,3.5l,automatic,silky silver,black,No,14699
ram,promaster 3500 high roof,2021,18500,gasoline,3.6l,manual,white,black,No,41950
volkswagen,atlas cross sport 3.6l v6 sel premium,2021,24596,gasoline,3.6l,automatic,deep black pearl effect,titan black / quarzit,No,38322
hyundai,santa fe sel,2021,2905,gasoline,2.5l,automatic,shimmering silver,black,No,27599
jaguar,xf 3.0 portfolio,2015,71290,gasoline,3.0l,manual,brown,black,Yes,21000
audi,a7 55 premium plus,2022,15000,hybrid,3.0l,manual,gray,black,No,63000
